i,start_time,deployment_start,deployment_end,pod_start,pod_end,end_time,total_time,deployment_time,pod_ready_time
475,1736063558103596000,1736063558116225000,1736063558919769000,1736063558924363000,1736063564327004000,1736063564330048000,6226,803,5402
472,1736063558085854000,1736063558105740000,1736063558848688000,1736063558852660000,1736063565230510000,1736063565234647000,7148,742,6377
474,1736063558101612000,1736063558115384000,1736063558891453000,1736063558896326000,1736063566309514000,1736063566312840000,8211,776,7413
477,1736063558105176000,1736063558115087000,1736063559008327000,1736063559012494000,1736063566309513000,1736063566312848000,8207,893,7297
483,1736063568120247000,1736063568136432000,1736063568735270000,1736063568741064000,1736063570356638000,1736063570360282000,2240,598,1615
482,1736063568119434000,1736063568134348000,1736063568670004000,1736063568675248000,1736063570375717000,1736063570382820000,2263,535,1700
481,1736063568119163000,1736063568136967000,1736063568670001000,1736063568675262000,1736063571285278000,1736063571288555000,3169,533,2610
480,1736063568119130000,1736063568136432000,1736063568761854000,1736063568766932000,1736063572280972000,1736063572285409000,4166,625,3514
486,1736063568129357000,1736063568139681000,1736063568752053000,1736063568757113000,1736063573294869000,1736063573299167000,5169,612,4537
488,1736063568136815000,1736063568143276000,1736063568894302000,1736063568897778000,1736063573295415000,1736063573299173000,5162,751,4397
487,1736063568128171000,1736063568139435000,1736063568735537000,1736063568740635000,1736063574380703000,1736063574384523000,6256,596,5640
484,1736063568125267000,1736063568138741000,1736063568901699000,1736063568906326000,1736063575397909000,1736063575401069000,7275,762,6491
485,1736063568125932000,1736063568138728000,1736063568855180000,1736063568859722000,1736063576320360000,1736063576326207000,8200,716,7460
489,1736063568137338000,1736063568146372000,1736063568841681000,1736063568846212000,1736063576320360000,1736063576326176000,8188,695,7474
492,1736063578155250000,1736063578172284000,1736063578801160000,1736063578805454000,1736063580389968000,1736063580394408000,2239,628,1584
491,1736063578155567000,1736063578172235000,1736063578739989000,1736063578746162000,1736063580423221000,1736063580426311000,2270,567,1677
494,1736063578159221000,1736063578174865000,1736063578846144000,1736063578852581000,1736063581426570000,1736063581430358000,3271,671,2573
498,1736063578174393000,1736063578186188000,1736063578812383000,1736063578816890000,1736063582385861000,1736063582389158000,4214,626,3568
493,1736063578155250000,1736063578174736000,1736063578733610000,1736063578739934000,1736063582478371000,1736063582481589000,4326,558,3738
490,1736063578155361000,1736063578175378000,1736063578801665000,1736063578807925000,1736063583396221000,1736063583399636000,5244,626,4588
497,1736063578175229000,1736063578185380000,1736063578833555000,1736063578838297000,1736063584498478000,1736063584502528000,6327,648,5660
496,1736063578174082000,1736063578185293000,1736063578881560000,1736063578885485000,1736063585390011000,1736063585393686000,7219,696,6504
495,1736063578172627000,1736063578186954000,1736063578912859000,1736063578917758000,1736063585393686000,1736063585397731000,7225,725,6475
499,1736063578174366000,1736063578186524000,1736063578963181000,1736063578966879000,1736063586511636000,1736063586515208000,8340,776,7544
500,1736063588188845000,1736063588198228000,1736063588582011000,1736063588586362000,1736063589405271000,1736063589409111000,1220,383,818
